"Start Date","Fecha de Inicio"
"Description","Descripción"
"Is Active","Está Activo"
"Yes","Sí"
"No","No"
"Meet Information","Información del Encuentro"
"Event Information","Información del Evento"
"Location Information","Información de la Ubicación"
"-- Please Select --","-- Por Favor Seleccione --"
"Address","Dirección"
"City","Ciudad"
"Postal Code","Código Postal"
"Country Code","Código de País"
"Country Code (2 letters)","Código de País (2 letras)"
"Latitude","Latitud"
"Longitude","Longitud"
"Event Registration Confirmed","Confirmación de Registro de Evento"
"Event Registration - Waitlist","Registro de Evento - Lista de Espera"
"Event Registration Confirmed - Spot Available","Confirmación de Registro de Evento - Plaza Disponible"
"Event Registration Status Changed - Moved to Waitlist","Estado de Registro de Evento Cambiado - Movido a Lista de Espera"
"Event Unregistration Confirmation","Confirmación de Desregistro de Evento"
"Hello %customer_name,","Hola %customer_name,"
"Your registration for the event has been confirmed!","¡Tu registro para el evento ha sido confirmado!"
"You have been added to the waitlist for this event.","Has sido añadido a la lista de espera para este evento."
"Great news! A spot has become available and your registration for the event has been confirmed!","¡Buenas noticias! Una plaza ha quedado disponible y tu registro para el evento ha sido confirmado!"
"We wanted to inform you that your registration status for the following event has been changed to waitlist:","Queríamos informarte que el estado de tu registro para el siguiente evento ha sido cambiado a lista de espera:"
"Your registration for the following event has been cancelled:","Tu registro para el siguiente evento ha sido cancelado:"
"Registration ID:","ID de Registro:"
"Event:","Evento:"
"Date:","Fecha:"
"Time:","Hora:"
"Location:","Ubicación:"
"Description:","Descripción:"
"Status:","Estado:"
"Confirmed","Confirmado"
"Waitlist","Lista de Espera"
"Please bring this QR code to the event:","Por favor trae este código QR al evento:"
"Registration QR Code","Código QR de Registro"
"We look forward to seeing you at the event!","¡Esperamos verte en el evento!"
"We will notify you if a spot becomes available.","Te notificaremos si una plaza queda disponible."
"We will notify you if a spot becomes available again.","Te notificaremos si una plaza queda disponible nuevamente."
"We're sorry to see you won't be able to attend. We hope to see you at future events!","Lamentamos que no puedas asistir. ¡Esperamos verte en futuros eventos!"
"Events are currently not available.","Los eventos no están disponibles actualmente."
"Events Not Available","Eventos No Disponibles"
"Event Types","Tipos de Eventos"
"Event Type","Tipo de Evento"
"Code","Código"
"Sort Order","Orden de Clasificación"
"This event type no longer exists.","Este tipo de evento ya no existe."
"The event type has been saved.","El tipo de evento ha sido guardado."
"The event type has been deleted.","El tipo de evento ha sido eliminado."
"We can't find an event type to delete.","No podemos encontrar un tipo de evento para eliminar."
"Something went wrong while saving the event type.","Algo salió mal al guardar el tipo de evento."
"Please select event type(s).","Por favor seleccione tipo(s) de evento."
"New Event Type","Nuevo Tipo de Evento"
"Edit Event Type","Editar Tipo de Evento"
"Event Type Information","Información del Tipo de Evento"
"Manage Event Types","Gestionar Tipos de Eventos"
"Event Types Management","Gestión de Tipos de Eventos"
"Attendance Check","Verificación de Asistencia"
"Invalid registration ID.","ID de registro inválido."
"Registration not found.","Registro no encontrado."
"An error occurred while processing attendance.","Ocurrió un error al procesar la asistencia."
"Registration Information","Información de Registro"
"Registration ID:","ID de Registro:"
"Customer:","Cliente:"
"N/A","N/D"
"Event:","Evento:"
"Attendance Count:","Conteo de Asistencias:"
"Enter Location Code","Ingresar Código de Ubicación"
"Location Code:","Código de Ubicación:"
"Validate Code","Validar Código"
"Check Attendance","Verificar Asistencia"
"Location code validated. Click the button below to record attendance.","Código de ubicación validado. Haz clic en el botón a continuación para registrar la asistencia."
"Record Attendance","Registrar Asistencia"
"Registration or event information not found.","Información de registro o evento no encontrada."
"Invalid location code.","Código de ubicación inválido."
"Location code validated successfully.","Código de ubicación validado exitosamente."
"Please enter location code first.","Por favor ingresa el código de ubicación primero."
"The registration is not for this location.","El registro no es para esta ubicación."
"The current date does not match the event date.","La fecha actual no coincide con la fecha del evento."
"Attendance has already been recorded for today.","La asistencia ya ha sido registrada para hoy."
"Attendance recorded successfully!","¡Asistencia registrada exitosamente!"
"Failed to record attendance. Please try again.","Error al registrar la asistencia. Por favor intenta de nuevo."
"Location Code","Código de Ubicación"
"Unique code for attendance validation. Alphanumeric characters only.","Código único para validación de asistencia. Solo caracteres alfanuméricos."
"Attendance Count","Conteo de Asistencias"

